0,20,40,34,1730443276
0,38,40,30,1730444973
0,39,40,29,1730444973
0,40,40,28,1730444973
0,40,40,23,1730444973
0,39,40,14,1730444974
0,38,40,14,1730444974
0,37,40,14,1730444974
0,36,40,14,1730444974
0,35,40,14,1730444974
0,34,40,14,1730444974
0,33,40,14,1730444974
0,32,40,14,1730444974
0,31,40,14,1730444974
0,30,40,14,1730444974
0,29,40,14,1730444974
0,28,40,14,1730444974
0,27,40,14,1730444974
0,26,40,14,1730444974
0,25,40,14,1730444974
0,24,40,14,1730444974
0,23,40,14,1730444974
0,22,40,14,1730444974
0,21,40,14,1730444974
0,20,40,14,1730444974
0,19,40,14,1730444974
0,18,40,14,1730444974
0,17,40,14,1730444974
0,16,40,14,1730444974
0,15,40,14,1730444974
0,14,40,14,1730444974
0,13,40,14,1730444974
0,12,40,14,1730444974
0,11,40,14,1730444974
0,10,40,14,1730444974
0,9,40,14,1730444974
0,8,40,14,1730444974
0,7,40,14,1730444974
0,6,40,14,1730444974
0,5,40,14,1730444974
0,4,40,14,1730444974
0,3,40,14,1730444974
0,2,40,14,1730444974
0,1,40,14,1730444974
