0,1731037172,1,0,0,0.00,0.00,0
0,1731037172,2,0,0,0.00,0.00,0
0,1731037172,3,0,0,0.00,0.00,0
0,1731037172,4,0,0,0.00,0.00,0
0,1731037172,5,0,0,0.00,0.00,0
0,1731037172,6,0,0,0.00,0.00,0
0,1731037172,7,0,0,0.00,0.00,0
0,1731037172,8,0,0,0.00,0.00,0
0,1731037172,9,0,0,0.00,0.00,0
0,1731037172,10,0,0,0.00,0.00,0
0,1731037172,11,0,0,0.00,0.00,0
0,1731037172,12,0,0,0.00,0.00,0
0,1731037172,13,0,0,0.00,0.00,0
0,1731037172,14,0,0,0.00,0.00,0
0,1731037172,15,0,0,0.00,0.00,0
0,1731037172,16,0,0,0.00,0.00,0
0,1731037172,17,0,0,0.00,0.00,0
0,1731037172,18,0,0,0.00,0.00,0
0,1731037172,19,0,0,0.00,0.00,0
0,1731037172,20,0,0,0.00,0.00,0
0,1731037172,21,0,0,0.00,0.00,0
0,1731037172,22,0,0,0.00,0.00,0
0,1731037172,23,0,0,0.00,0.00,0
0,1731037172,24,0,0,0.00,0.00,0
0,1731037172,25,0,0,0.00,0.00,0
0,1731037172,26,0,0,0.00,0.00,0
0,1731037172,27,0,0,0.00,0.00,0
0,1731037172,28,0,0,0.00,0.00,0
0,1731037172,29,0,0,0.00,0.00,0
0,1731037172,30,0,0,0.00,0.00,0
0,1731037172,31,0,0,0.00,0.00,0
0,1731037172,32,0,0,0.00,0.00,0
0,1731037172,33,0,0,0.00,0.00,0
0,1731037172,34,0,0,0.00,0.00,0
0,1731037172,35,0,0,0.00,0.00,0
0,1731037172,36,0,0,0.00,0.00,0
0,1731037172,37,0,0,0.00,0.00,0
0,1731037172,38,0,0,0.00,0.00,0
0,1731037172,39,0,0,0.00,0.00,0
0,1731037172,40,0,0,0.00,0.00,0
0,1731037172,41,0,0,0.00,0.00,0
0,1731037172,42,0,0,0.00,0.00,0
0,1731037172,43,0,0,0.00,0.00,0
0,1731037172,44,0,0,0.00,0.00,0
0,1731037172,45,0,0,0.00,0.00,0
0,1731037172,46,0,0,0.00,0.00,0
0,1731037172,47,0,0,0.00,0.00,0
0,1731037172,48,0,0,0.00,0.00,0
0,1731037172,49,0,0,0.00,0.00,0
0,1731037172,50,0,0,0.00,0.00,0
0,1731037172,51,0,0,0.00,0.00,0
0,1731037172,52,0,0,0.00,0.00,0
0,1731037172,53,0,0,0.00,0.00,0
0,1731037172,54,0,0,0.00,0.00,0
0,1731037172,55,0,0,0.00,0.00,0
0,1731037172,56,0,0,0.00,0.00,0
0,1731037172,57,0,0,0.00,0.00,0
0,1731037172,58,0,0,0.00,0.00,0
0,1731037172,59,0,0,0.00,0.00,0
0,1731037172,60,0,0,0.00,0.00,0
0,1731037172,61,0,0,0.00,0.00,0
0,1731037172,62,0,0,0.00,0.00,0
0,1731037172,63,0,0,0.00,0.00,0
0,1731037172,64,0,0,0.00,0.00,0
0,1731037172,65,0,0,0.00,0.00,0
0,1731037172,66,0,0,0.00,0.00,0
0,1731037172,67,0,0,0.00,0.00,0
0,1731037172,68,0,0,0.00,0.00,0
0,1731037172,69,0,0,0.00,0.00,0
0,1731037172,70,0,0,0.00,0.00,0
0,1731037172,71,0,0,0.00,0.00,0
0,1731037172,72,0,0,0.00,0.00,0
0,1731037172,73,0,0,0.00,0.00,0
0,1731037172,74,0,0,0.00,0.00,0
0,1731037172,75,0,0,0.00,0.00,0
0,1731037172,76,0,0,0.00,0.00,0
0,1731037172,77,0,0,0.00,0.00,0
0,1731037172,78,0,0,0.00,0.00,0
0,1731037172,79,0,0,0.00,0.00,0
0,1731037172,80,0,0,0.00,0.00,0
0,1731037172,81,0,0,0.00,0.00,0
0,1731037172,82,0,0,0.00,0.00,0
0,1731037172,83,0,0,0.00,0.00,0
0,1731037172,84,0,0,0.00,0.00,0
0,1731037172,85,0,0,0.00,0.00,0
0,1731037172,86,0,0,0.00,0.00,0
0,1731037172,87,0,0,0.00,0.00,0
0,1731037172,88,0,0,0.00,0.00,0
0,1731037172,89,0,0,0.00,0.00,0
0,1731037172,90,0,0,0.00,0.00,0
0,1731037172,91,0,0,0.00,0.00,0
